cs,period,n1,c1,percryRNA
0.3,72,51,Type 3 Coupling,0.790519526
0.3,72,36,Type 1 Coupling,0.791227912
0.3,72,31,Type 1 Coupling,0.792025681
0.3,72,5,Type 2 Coupling,0.792915141
0.4,72,5,Type 2 Coupling,0.793912565
0.4,72,5,Type 2 Coupling,0.795024666
0.4,72,5,Type 2 Coupling,0.79624024
0.4,72,6,Type 2 Coupling,0.797540149
0.4,72,26,Type 3 Coupling,0.798937598
0.4,72,33,Type 3 Coupling,0.80045916
0.4,72,15,Type 3 Coupling,0.802107184
0.4,72,20,Type 3 Coupling,0.80387393
0.4,72,26,Type 3 Coupling,0.805778098
0.4,72,41,Type 3 Coupling,0.807826605
0.4,72,32,Type 3 Coupling,0.810028318
0.4,72,31,Type 3 Coupling,0.812370389
0.4,72,5,Type 3 Coupling,0.814818251
0.4,72,42,Type 3 Coupling,0.817345657
0.4,72,39,Type 3 Coupling,0.819947872
0.4,72,27,Type 3 Coupling,0.822641863
0.4,72,5,Type 3 Coupling,0.825439521
0.4,72,29,Type 3 Coupling,0.828341442
0.4,72,31,Type 3 Coupling,0.831341292
0.5,24,200,Type 3 Coupling,0.834423038
0.5,72,28,Type 2 Coupling,0.837574473
0.5,72,28,Type 2 Coupling,0.840789074
0.5,72,24,Type 2 Coupling,0.844081471
0.5,72,28,Type 2 Coupling,0.847460529
0.5,72,41,Type 2 Coupling,0.850913301
0.5,72,34,Type 2 Coupling,0.854424435
0.5,72,39,Type 2 Coupling,0.858003919
0.5,72,33,Type 2 Coupling,0.861681831
0.5,24,2,Type 3 Coupling,0.865484794
0.5,72,22,Type 2 Coupling,0.869413952
0.5,72,34,Type 2 Coupling,0.873444838
0.5,72,35,Type 2 Coupling,0.877575942
0.5,72,28,Type 2 Coupling,0.881816542
0.5,72,29,Type 2 Coupling,0.886139724
0.5,72,31,Type 2 Coupling,0.890498059
0.5,72,37,Type 2 Coupling,0.89486732
0.5,72,34,Type 1 Coupling,0.899243875
0.5,48,20,Type 3 Coupling,0.90362831
0.5,72,52,Type 1 Coupling,0.908007786
0.5,72,47,Type 3 Coupling,0.912391139
0.5,48,23,Type 3 Coupling,0.916767588
0.6,72,21,Type 3 Coupling,0.921149979
0.6,72,4,Type 3 Coupling,0.925566977
0.6,72,4,Type 3 Coupling,0.93001164
0.6,72,34,Type 3 Coupling,0.934454191
0.6,48,19,Type 3 Coupling,0.938877326
0.6,72,19,Type 3 Coupling,0.9433229
0.6,72,35,Type 3 Coupling,0.947797087
0.6,48,23,Type 3 Coupling,0.952283666
0.6,72,33,Type 3 Coupling,0.956781136
0.6,72,40,Type 3 Coupling,0.961286642
0.6,72,40,Type 3 Coupling,0.965784113
0.6,48,24,Type 3 Coupling,0.970269299
0.6,72,45,Type 3 Coupling,0.97474873
0.6,72,33,Type 3 Coupling,0.979228119
0.6,72,25,Type 3 Coupling,0.983727916
0.6,72,17,Type 3 Coupling,0.988230533
0.6,72,24,Type 3 Coupling,0.992704697
0.6,72,40,Type 3 Coupling,0.997126719
0.6,72,24,Type 3 Coupling,1.00147552
0.6,72,16,Type 3 Coupling,1.005767889
0.6,72,56,Type 2 Coupling,1.010020771
0.6,48,25,Type 3 Coupling,1.014211908
0.6,72,45,Type 1 Coupling,1.018333677
0.6,48,25,Type 3 Coupling,1.022398472
0.6,72,53,Type 1 Coupling,1.026426691
0.6,72,57,Type 3 Coupling,1.030432488
0.6,72,50,Type 1 Coupling,1.034407571
0.7,72,56,Type 1 Coupling,1.038334521
0.7,72,48,Type 1 Coupling,1.042233001
0.7,72,51,Type 3 Coupling,1.046112988
0.7,72,56,Type 1 Coupling,1.049952207
0.7,72,54,Type 1 Coupling,1.053742234
0.7,72,49,Type 1 Coupling,1.057481751
0.7,72,33,Type 3 Coupling,1.061150499
0.7,48,23,Type 3 Coupling,1.064715105
0.7,72,40,Type 3 Coupling,1.068195623
0.7,72,47,Type 3 Coupling,1.071633872
0.7,72,24,Type 3 Coupling,1.075058906
0.7,72,32,Type 3 Coupling,1.078470838
0.7,72,50,Type 3 Coupling,1.081822394
0.7,72,47,Type 3 Coupling,1.085072496
0.7,72,60,Type 1 Coupling,1.088238159
0.7,24,26,Type 2 Coupling,1.091348935
0.7,72,32,Type 2 Coupling,1.094397607
0.7,48,18,Type 1 Coupling,1.097378098
0.7,72,33,Type 2 Coupling,1.100236817
0.8,72,37,Type 2 Coupling,1.102933586
0.8,72,26,Type 2 Coupling,1.105486211
0.8,72,44,Type 2 Coupling,1.107924557
0.8,72,33,Type 2 Coupling,1.110271962
0.8,24,2,Type 3 Coupling,1.112555358
0.8,72,35,Type 3 Coupling,1.114816051
0.8,48,17,Type 1 Coupling,1.117071776
0.8,72,21,Type 3 Coupling,1.119306934
0.8,72,27,Type 3 Coupling,1.121536973
0.8,72,31,Type 3 Coupling,1.123723675
0.8,72,33,Type 3 Coupling,1.125834414
0.8,72,31,Type 3 Coupling,1.127871191
0.8,72,6,Type 2 Coupling,1.12985991
0.8,24,2,Type 3 Coupling,1.131817629
0.8,72,40,Type 3 Coupling,1.133751841
0.8,48,23,Type 1 Coupling,1.135610965
0.8,72,36,Type 3 Coupling,1.137367457
0.8,72,33,Type 3 Coupling,1.139026901
0.8,72,41,Type 3 Coupling,1.140605291
0.8,72,37,Type 3 Coupling,1.142112276
0.8,72,48,Type 3 Coupling,1.143518598
0.9,72,36,Type 3 Coupling,1.144797012
0.9,72,42,Type 3 Coupling,1.145930913
0.9,72,40,Type 3 Coupling,1.146918457
0.9,72,28,Type 3 Coupling,1.147778165
0.9,48,24,Type 1 Coupling,1.148562671
0.9,72,27,Type 3 Coupling,1.149284699
0.9,72,54,Type 3 Coupling,1.149891157
0.9,72,49,Type 3 Coupling,1.150330971
0.9,72,45,Type 3 Coupling,1.150533984
0.9,72,49,Type 3 Coupling,1.150468413
0.9,72,45,Type 3 Coupling,1.150127276
0.9,72,57,Type 3 Coupling,1.149568562
0.9,72,54,Type 3 Coupling,1.148871277
0.9,72,33,Type 2 Coupling,1.148047723
0.9,48,390,Type 3 Coupling,1.147127764
0.9,72,38,Type 2 Coupling,1.146173107
0.9,72,23,Type 2 Coupling,1.145204571
0.9,72,30,Type 2 Coupling,1.144169831
0.9,72,36,Type 2 Coupling,1.143005706
0.9,72,11,Type 2 Coupling,1.141715194
0.9,72,39,Type 2 Coupling,1.140312412
0.9,72,27,Type 2 Coupling,1.138783276
0.9,72,24,Type 3 Coupling,1.137140414
0.9,48,390,Type 3 Coupling,1.135353117
0.9,72,20,Type 3 Coupling,1.133404741
0.9,72,34,Type 2 Coupling,1.131340549
0.9,72,40,Type 2 Coupling,1.129159979
0.9,72,32,Type 2 Coupling,1.12683382
0.9,72,31,Type 2 Coupling,1.124380738
0.9,72,25,Type 2 Coupling,1.121830661
0.3,72,36,Type 3 Coupling,1.119209823
0.3,48,390,Type 2 Coupling,1.116533636
0.3,72,46,Type 3 Coupling,1.113780567
0.3,72,58,Type 3 Coupling,1.110899563
0.3,72,65,Type 3 Coupling,1.107896547
0.3,72,47,Type 3 Coupling,1.104804498
0.3,72,41,Type 3 Coupling,1.101641554
0.4,72,0,Type 3 Coupling,1.098419012
0.4,72,33,Type 3 Coupling,1.095135539
0.4,48,390,Type 2 Coupling,1.091773958
0.4,72,27,Type 3 Coupling,1.088325816
0.4,72,40,Type 3 Coupling,1.084818216
0.4,72,43,Type 1 Coupling,1.081265884
0.4,72,51,Type 1 Coupling,1.077691523
0.4,72,73,Type 1 Coupling,1.074088474
0.4,72,65,Type 3 Coupling,1.070444949
0.4,72,43,Type 3 Coupling,1.066773164
0.4,72,54,Type 3 Coupling,1.063060696
0.4,72,43,Type 3 Coupling,1.059259677
0.4,72,43,Type 3 Coupling,1.055330808
0.4,72,57,Type 3 Coupling,1.051278812
0.4,72,45,Type 3 Coupling,1.047145697
0.4,72,45,Type 3 Coupling,1.042963689
0.4,72,47,Type 3 Coupling,1.038739878
0.4,72,56,Type 3 Coupling,1.034465129
0.4,72,38,Type 3 Coupling,1.030127798
0.5,24,33,Type 3 Coupling,1.025740655
0.5,72,39,Type 3 Coupling,1.021347671
0.5,72,51,Type 3 Coupling,1.016991359
0.5,72,40,Type 3 Coupling,1.012698814
0.5,72,48,Type 3 Coupling,1.008466908
0.5,72,45,Type 3 Coupling,1.004260518
0.5,72,39,Type 3 Coupling,1.000023327
0.5,24,46,Type 1 Coupling,0.995710168
0.5,72,29,Type 2 Coupling,0.991338583
0.5,48,390,Type 3 Coupling,0.986940255
0.5,48,390,Type 3 Coupling,0.982529097
0.5,48,390,Type 3 Coupling,0.978082949
0.5,48,367,Type 3 Coupling,0.973592182
0.5,48,23,Type 1 Coupling,0.969035725
0.5,48,155,Type 3 Coupling,0.964434059
0.5,24,31,Type 3 Coupling,0.959801808
0.5,48,390,Type 3 Coupling,0.955149152
0.5,24,82,Type 1 Coupling,0.950484212
0.5,48,256,Type 3 Coupling,0.94582506
0.5,48,108,Type 3 Coupling,0.941210066
0.5,24,2,Type 3 Coupling,0.936684885
0.5,48,144,Type 3 Coupling,0.932270996
0.6,24,170,Type 1 Coupling,0.927958232
0.6,48,173,Type 3 Coupling,0.923713563
0.6,48,335,Type 3 Coupling,0.919512055
0.6,48,30,Type 3 Coupling,0.915357332
0.6,48,21,Type 1 Coupling,0.911265809
0.6,48,23,Type 3 Coupling,0.907250757
0.6,48,106,Type 3 Coupling,0.903330896
0.6,48,73,Type 3 Coupling,0.899514294
0.6,48,90,Type 3 Coupling,0.895786923
0.6,24,2,Type 3 Coupling,0.892135312
0.6,72,243,Type 2 Coupling,0.888548846
0.6,24,45,Type 1 Coupling,0.885040373
0.6,72,196,Type 2 Coupling,0.881627848
0.6,72,214,Type 2 Coupling,0.878309034
0.6,48,19,Type 3 Coupling,0.875075492
0.6,48,21,Type 3 Coupling,0.871910188
0.6,48,25,Type 3 Coupling,0.868825233
0.6,48,23,Type 3 Coupling,0.865848899
0.6,48,21,Type 3 Coupling,0.862966669
0.6,48,19,Type 3 Coupling,0.860150862
0.6,24,51,Type 1 Coupling,0.857389659
0.6,48,23,Type 3 Coupling,0.854683505
0.6,48,21,Type 3 Coupling,0.852022638
0.6,48,20,Type 3 Coupling,0.84938787
0.6,48,21,Type 3 Coupling,0.846784734
0.6,48,23,Type 3 Coupling,0.844223052
0.6,48,21,Type 3 Coupling,0.841702964
0.7,48,17,Type 3 Coupling,0.839229836
0.7,48,14,Type 3 Coupling,0.836813025
0.7,48,16,Type 3 Coupling,0.834457502
0.7,48,16,Type 3 Coupling,0.832168567
0.7,24,34,Type 3 Coupling,0.829935934
0.7,24,109,Type 1 Coupling,0.827756856
0.7,24,38,Type 2 Coupling,0.825624659
0.7,24,149,Type 1 Coupling,0.823566497
0.7,48,31,Type 2 Coupling,0.821606659
0.7,72,19,Type 1 Coupling,0.819757911
0.7,72,65,Type 1 Coupling,0.818025971
0.7,72,62,Type 1 Coupling,0.816413277
0.7,72,121,Type 1 Coupling,0.814887315
0.7,72,145,Type 1 Coupling,0.81343421
0.7,72,166,Type 1 Coupling,0.81206145
0.7,72,256,Type 1 Coupling,0.810762665
0.7,72,286,Type 1 Coupling,0.809555623
0.7,72,223,Type 1 Coupling,0.808449836
0.7,72,235,Type 1 Coupling,0.807450187
0.8,72,271,Type 1 Coupling,0.806549429
0.8,72,356,Type 1 Coupling,0.805747513
0.8,72,390,Type 1 Coupling,0.805041453
0.8,72,390,Type 1 Coupling,0.804428537
0.8,72,66,Type 1 Coupling,0.803909836
0.8,72,63,Type 1 Coupling,0.803503247
0.8,72,56,Type 1 Coupling,0.803209243
0.8,72,119,Type 1 Coupling,0.803031861
0.8,72,128,Type 1 Coupling,0.802980604
0.8,72,272,Type 1 Coupling,0.803066137
0.8,72,216,Type 1 Coupling,0.803277244
0.8,72,285,Type 1 Coupling,0.803608399
0.8,72,186,Type 1 Coupling,0.8040447
0.8,72,328,Type 1 Coupling,0.804570588
0.8,72,374,Type 1 Coupling,0.805179005
0.8,72,390,Type 1 Coupling,0.805889359
0.8,72,390,Type 1 Coupling,0.806725887
0.8,72,67,Type 1 Coupling,0.807696484
0.8,72,53,Type 1 Coupling,0.808787868
0.8,72,132,Type 1 Coupling,0.809997413
0.8,24,45,Type 1 Coupling,0.811339451
0.9,72,106,Type 1 Coupling,0.812828594
0.9,72,215,Type 1 Coupling,0.814449782
0.9,72,221,Type 1 Coupling,0.816190079
0.9,72,264,Type 1 Coupling,0.818013774
0.9,72,237,Type 1 Coupling,0.819903981
0.9,72,286,Type 1 Coupling,0.821869473
0.9,72,390,Type 1 Coupling,0.823919276
0.9,72,282,Type 1 Coupling,0.826053707
0.9,72,390,Type 1 Coupling,0.828289686
0.9,72,390,Type 1 Coupling,0.830620204
0.9,24,46,Type 3 Coupling,0.833030791
0.9,72,65,Type 1 Coupling,0.835540881
0.9,72,64,Type 1 Coupling,0.838173445
0.9,72,96,Type 1 Coupling,0.840927389
0.9,72,122,Type 1 Coupling,0.843793058
0.9,72,196,Type 1 Coupling,0.846760747
0.9,72,213,Type 1 Coupling,0.849811957
0.9,72,219,Type 1 Coupling,0.852906282
0.9,72,226,Type 1 Coupling,0.856013299
0.9,72,367,Type 1 Coupling,0.859143388
0.9,24,96,Type 1 Coupling,0.862315057
0.9,72,390,Type 1 Coupling,0.86553961
0.9,24,82,Type 1 Coupling,0.868809052
0.9,24,34,Type 3 Coupling,0.872112668
0.9,24,79,Type 1 Coupling,0.875450399
0.9,24,21,Type 3 Coupling,0.878805282
0.9,24,111,Type 1 Coupling,0.882179235
0.9,24,107,Type 1 Coupling,0.885586191
0.9,24,140,Type 1 Coupling,0.889015588
0.9,72,390,Type 2 Coupling,0.892469361
0.3,24,52,Type 1 Coupling,0.895931266
0.3,24,35,Type 1 Coupling,0.899390706
0.3,48,12,Type 3 Coupling,0.902858308
0.3,48,62,Type 3 Coupling,0.906327684
0.3,24,84,Type 1 Coupling,0.909814557
0.3,24,48,Type 1 Coupling,0.913346485
0.3,24,141,Type 1 Coupling,0.916909982
0.4,24,49,Type 1 Coupling,0.920483101
0.4,24,125,Type 1 Coupling,0.924051905
0.4,24,68,Type 3 Coupling,0.927601393
0.4,72,43,Type 3 Coupling,0.931139757
0.4,72,101,Type 3 Coupling,0.934677523
0.4,72,122,Type 3 Coupling,0.93821602
0.4,72,221,Type 3 Coupling,0.941747857
0.4,24,153,Type 1 Coupling,0.945289825
0.4,72,308,Type 3 Coupling,0.948872556
0.4,72,296,Type 3 Coupling,0.95250283
0.4,72,390,Type 3 Coupling,0.956160134
0.4,72,144,Type 2 Coupling,0.959835646
0.4,72,323,Type 2 Coupling,0.963511034
0.4,72,390,Type 2 Coupling,0.967160504
0.4,72,232,Type 2 Coupling,0.970806264
0.4,72,232,Type 2 Coupling,0.9744596
0.4,72,371,Type 2 Coupling,0.978114276
0.4,72,390,Type 2 Coupling,0.981788362
0.4,24,74,Type 1 Coupling,0.985468632
0.5,72,9,Type 1 Coupling,0.989157129
0.5,72,9,Type 1 Coupling,0.992805155
0.5,72,9,Type 1 Coupling,0.996378305
0.5,48,15,Type 3 Coupling,0.99987825
0.5,24,78,Type 3 Coupling,1.003361231
0.5,24,120,Type 1 Coupling,1.006850379
0.5,24,223,Type 1 Coupling,1.010341833
0.5,48,12,Type 3 Coupling,1.013840881
0.5,24,57,Type 2 Coupling,1.017330692
0.5,24,82,Type 3 Coupling,1.020788908
0.5,72,269,Type 3 Coupling,1.024197326
0.5,24,171,Type 1 Coupling,1.02758747
0.5,72,250,Type 3 Coupling,1.030958151
0.5,24,2,Type 3 Coupling,1.034341314
0.5,48,43,Type 2 Coupling,1.037757015
0.5,48,281,Type 3 Coupling,1.041157068
0.5,48,311,Type 2 Coupling,1.044510445
0.5,24,253,Type 1 Coupling,1.047791431
0.5,48,28,Type 2 Coupling,1.05100508
0.5,48,27,Type 2 Coupling,1.054190746
0.5,24,2,Type 2 Coupling,1.057362646
0.5,24,174,Type 1 Coupling,1.060543747
0.6,48,109,Type 3 Coupling,1.063740066
0.6,24,4,Type 2 Coupling,1.066935873
0.6,24,101,Type 1 Coupling,1.070106918
0.6,72,2,Type 1 Coupling,1.073232003
0.6,24,63,Type 1 Coupling,1.076312897
0.6,24,107,Type 3 Coupling,1.079392142
0.6,24,23,Type 2 Coupling,1.082494502
0.6,24,44,Type 1 Coupling,1.085590417
0.6,72,2,Type 1 Coupling,1.088625692
0.6,24,111,Type 1 Coupling,1.091559727
0.6,24,27,Type 2 Coupling,1.094381794
0.6,72,133,Type 2 Coupling,1.097095954
0.6,72,197,Type 1 Coupling,1.099716412
0.6,72,117,Type 3 Coupling,1.102283794
0.6,72,279,Type 2 Coupling,1.104771309
0.6,72,56,Type 2 Coupling,1.107134162
0.6,72,117,Type 2 Coupling,1.109339669
0.6,72,109,Type 3 Coupling,1.111434093
0.6,72,98,Type 3 Coupling,1.11350277
0.6,24,158,Type 3 Coupling,1.115600027
0.6,24,211,Type 1 Coupling,1.117759879
0.6,48,2,Type 3 Coupling,1.119977246
0.6,24,65,Type 1 Coupling,1.122188212
0.6,48,50,Type 3 Coupling,1.124321678
0.6,48,4,Type 3 Coupling,1.126331001
0.6,48,4,Type 3 Coupling,1.128217766
0.6,48,4,Type 3 Coupling,1.129998254
0.7,48,4,Type 3 Coupling,1.131689317
0.7,48,8,Type 3 Coupling,1.133320593
0.7,48,85,Type 3 Coupling,1.134908281
0.7,48,95,Type 3 Coupling,1.136414545
0.7,48,94,Type 3 Coupling,1.137835982
0.7,24,45,Type 1 Coupling,1.13916115
0.7,48,100,Type 3 Coupling,1.140384002
0.7,48,79,Type 3 Coupling,1.141519109
0.7,48,101,Type 3 Coupling,1.142523941
0.7,48,143,Type 3 Coupling,1.143394004
0.7,72,390,Type 2 Coupling,1.144180165
0.7,72,24,Type 3 Coupling,1.144917241
0.7,72,8,Type 3 Coupling,1.145578819
0.7,72,10,Type 3 Coupling,1.146137133
0.7,72,8,Type 3 Coupling,1.146589864
0.7,72,1,Type 3 Coupling,1.146938639
0.7,72,9,Type 3 Coupling,1.147200256
0.7,72,9,Type 3 Coupling,1.147373059
0.7,72,8,Type 3 Coupling,1.147448664
0.8,72,6,Type 3 Coupling,1.147428648
0.8,72,8,Type 3 Coupling,1.147338616
0.8,72,8,Type 3 Coupling,1.147185078
0.8,72,4,Type 3 Coupling,1.14696036
0.8,72,1,Type 3 Coupling,1.146662214
0.8,72,8,Type 3 Coupling,1.14627673
0.8,72,21,Type 3 Coupling,1.145777802
0.8,72,18,Type 3 Coupling,1.145134391
0.8,72,11,Type 3 Coupling,1.144360847
0.8,72,11,Type 3 Coupling,1.143479305
0.8,72,9,Type 3 Coupling,1.142474461
0.8,72,12,Type 3 Coupling,1.141308629
0.8,72,4,Type 3 Coupling,1.139973395
0.8,72,7,Type 3 Coupling,1.138443302
0.8,72,4,Type 3 Coupling,1.136695161
0.8,72,20,Type 3 Coupling,1.134732129
0.8,72,9,Type 3 Coupling,1.132587649
0.8,48,4,Type 3 Coupling,1.130262118
0.8,48,4,Type 3 Coupling,1.127792691
0.8,48,4,Type 3 Coupling,1.125207738
0.8,24,56,Type 1 Coupling,1.122543558
0.9,48,5,Type 3 Coupling,1.119812372
0.9,48,5,Type 3 Coupling,1.116967182
0.9,48,17,Type 3 Coupling,1.113944551
0.9,24,100,Type 3 Coupling,1.110736022
0.9,48,14,Type 3 Coupling,1.107353503
0.9,24,68,Type 1 Coupling,1.103803215
0.9,48,18,Type 3 Coupling,1.100086544
0.9,48,17,Type 3 Coupling,1.096207009
0.9,48,30,Type 3 Coupling,1.092210353
0.9,24,72,Type 1 Coupling,1.088125759
0.9,48,25,Type 3 Coupling,1.08397681
0.9,48,25,Type 3 Coupling,1.079775319
0.9,48,33,Type 3 Coupling,1.075515976
0.9,48,10,Type 3 Coupling,1.071196562
0.9,48,24,Type 3 Coupling,1.066833757
0.9,48,26,Type 3 Coupling,1.062449376
0.9,48,8,Type 3 Coupling,1.058062684
0.9,48,23,Type 3 Coupling,1.053653302
0.9,48,29,Type 3 Coupling,1.04921638
0.9,48,27,Type 3 Coupling,1.044763378
0.9,48,245,Type 3 Coupling,1.040301444
0.9,48,24,Type 3 Coupling,1.03580595
0.9,24,99,Type 1 Coupling,1.03125631
0.9,24,76,Type 1 Coupling,1.026666784
0.9,72,37,Type 3 Coupling,1.02202601
0.9,72,164,Type 3 Coupling,1.017312588
0.9,72,230,Type 3 Coupling,1.012537629
0.9,72,390,Type 3 Coupling,1.007703809
0.9,24,225,Type 3 Coupling,1.00280961
0.9,24,92,Type 1 Coupling,0.997865897
0.3,48,2,Type 1 Coupling,0.992872201
0.3,24,74,Type 2 Coupling,0.987821287
0.3,48,5,Type 1 Coupling,0.982716636
0.3,24,33,Type 2 Coupling,0.977574286
0.3,48,4,Type 1 Coupling,0.972399673
0.3,48,6,Type 3 Coupling,0.967200955
0.3,48,4,Type 3 Coupling,0.961987778
0.4,48,6,Type 3 Coupling,0.956786434
0.4,48,4,Type 2 Coupling,0.951599585
0.4,48,4,Type 2 Coupling,0.946435496
0.4,48,4,Type 2 Coupling,0.941317822
0.4,48,7,Type 3 Coupling,0.936258394
0.4,48,5,Type 3 Coupling,0.931267966
0.4,48,9,Type 1 Coupling,0.926339078
0.4,24,191,Type 3 Coupling,0.921482674
0.4,24,220,Type 3 Coupling,0.916699244
0.4,48,24,Type 3 Coupling,0.911979152
0.4,48,24,Type 3 Coupling,0.907306419
0.4,24,277,Type 1 Coupling,0.902675546
0.4,48,60,Type 3 Coupling,0.898070268
0.4,24,74,Type 1 Coupling,0.893499576
0.4,48,80,Type 3 Coupling,0.888990176
0.4,48,130,Type 3 Coupling,0.884548378
0.4,48,130,Type 3 Coupling,0.8801815
0.4,48,130,Type 3 Coupling,0.875898345
0.4,48,130,Type 3 Coupling,0.871710151
0.5,48,224,Type 3 Coupling,0.867635822
0.5,48,293,Type 3 Coupling,0.863689036
0.5,48,1,Type 3 Coupling,0.859850981
0.5,48,293,Type 3 Coupling,0.856096222
0.5,48,52,Type 3 Coupling,0.852426512
0.5,24,123,Type 1 Coupling,0.848843237
0.5,48,131,Type 3 Coupling,0.845347956
0.5,24,115,Type 2 Coupling,0.841954143
0.5,48,24,Type 3 Coupling,0.838685517
0.5,48,27,Type 3 Coupling,0.835568549
0.5,48,19,Type 3 Coupling,0.832618727
0.5,48,67,Type 3 Coupling,0.829823594
0.5,48,24,Type 3 Coupling,0.827186472
0.5,48,23,Type 3 Coupling,0.82467761
0.5,48,387,Type 3 Coupling,0.822291738
0.5,48,387,Type 3 Coupling,0.820024312
0.5,48,387,Type 3 Coupling,0.817846616
0.5,72,387,Type 3 Coupling,0.815741934
0.5,24,191,Type 1 Coupling,0.813714512
0.5,48,224,Type 3 Coupling,0.811781524
0.5,48,110,Type 3 Coupling,0.809954503
0.5,48,114,Type 3 Coupling,0.808237188
0.6,48,44,Type 3 Coupling,0.806622757
0.6,48,36,Type 3 Coupling,0.805104842
0.6,48,390,Type 3 Coupling,0.803672682
0.6,48,390,Type 3 Coupling,0.802331835
0.6,48,131,Type 3 Coupling,0.80109287
0.6,48,55,Type 3 Coupling,0.799970411
0.6,48,39,Type 3 Coupling,0.798953274
0.6,48,82,Type 3 Coupling,0.79804784
0.6,48,70,Type 3 Coupling,0.797266629
0.6,24,147,Type 1 Coupling,0.796624291
0.6,48,186,Type 3 Coupling,0.796119857
0.6,48,390,Type 3 Coupling,0.795764181
0.6,48,390,Type 3 Coupling,0.795583797
0.6,48,93,Type 3 Coupling,0.795578562
0.6,48,105,Type 3 Coupling,0.795713265
0.6,48,71,Type 3 Coupling,0.795963772
0.6,24,77,Type 2 Coupling,0.796330708
0.6,24,84,Type 2 Coupling,0.796822275
0.6,48,104,Type 3 Coupling,0.797470054
0.6,48,25,Type 1 Coupling,0.798283135
0.6,48,25,Type 1 Coupling,0.799262003
0.6,48,25,Type 1 Coupling,0.800384467
0.6,48,25,Type 1 Coupling,0.801588359
0.6,48,20,Type 1 Coupling,0.802847893
0.6,48,10,Type 1 Coupling,0.804162635
0.6,48,390,Type 3 Coupling,0.805529761
0.6,24,132,Type 2 Coupling,0.806962397
0.7,48,390,Type 3 Coupling,0.808503187
0.7,48,135,Type 3 Coupling,0.810172954
0.7,48,100,Type 1 Coupling,0.811972548
0.7,48,100,Type 1 Coupling,0.813908266
0.7,48,100,Type 1 Coupling,0.815982155
0.7,48,100,Type 1 Coupling,0.818198032
0.7,48,100,Type 1 Coupling,0.820558248
0.7,48,50,Type 1 Coupling,0.82305848
0.7,48,50,Type 1 Coupling,0.82567807
0.7,48,50,Type 1 Coupling,0.8284228
0.7,24,117,Type 2 Coupling,0.831310271
0.7,48,50,Type 1 Coupling,0.834350036
0.7,24,167,Type 2 Coupling,0.837513793
0.7,48,50,Type 1 Coupling,0.840784706
0.7,48,25,Type 1 Coupling,0.844187692
0.7,48,25,Type 1 Coupling,0.847720561
0.7,48,25,Type 1 Coupling,0.851371114
0.7,48,25,Type 1 Coupling,0.855129478
0.7,48,25,Type 1 Coupling,0.858981448
0.8,48,50,Type 1 Coupling,0.862898419
0.8,48,50,Type 1 Coupling,0.86687123
0.8,48,50,Type 1 Coupling,0.870915874
0.8,24,205,Type 2 Coupling,0.87505075
0.8,48,50,Type 1 Coupling,0.879290685
0.8,24,330,Type 3 Coupling,0.883616383
0.8,48,50,Type 1 Coupling,0.888023184
0.8,24,97,Type 2 Coupling,0.892500538
0.8,48,50,Type 1 Coupling,0.897040893
0.8,48,50,Type 1 Coupling,0.901645204
0.8,48,50,Type 1 Coupling,0.906303642
0.8,48,50,Type 1 Coupling,0.9110132
0.8,48,50,Type 1 Coupling,0.915784881
0.8,48,25,Type 1 Coupling,0.920622147
0.8,48,25,Type 1 Coupling,0.925524993
0.8,48,25,Type 1 Coupling,0.930499563
0.8,24,38,Type 2 Coupling,0.935529324
0.8,48,25,Type 1 Coupling,0.940570475
0.8,48,25,Type 1 Coupling,0.945630478
0.8,48,100,Type 1 Coupling,0.950741042
0.8,48,100,Type 1 Coupling,0.95590127
0.9,48,100,Type 1 Coupling,0.961088017
0.9,48,50,Type 1 Coupling,0.966262178
0.9,48,50,Type 1 Coupling,0.971389016
0.9,48,50,Type 1 Coupling,0.97648468
0.9,48,25,Type 1 Coupling,0.981584035
0.9,48,25,Type 1 Coupling,0.9866906
0.9,24,81,Type 2 Coupling,0.991784947
0.9,48,25,Type 1 Coupling,0.996810611
0.9,48,100,Type 1 Coupling,1.001726019
0.9,48,100,Type 1 Coupling,1.006518717
0.9,48,100,Type 1 Coupling,1.011176116
0.9,48,100,Type 1 Coupling,1.015699392
0.9,48,100,Type 1 Coupling,1.020126085
0.9,48,50,Type 1 Coupling,1.0244726
0.9,48,50,Type 1 Coupling,1.028736546
0.9,48,25,Type 1 Coupling,1.032924719
0.9,48,4,Type 3 Coupling,1.037012787
0.9,24,126,Type 2 Coupling,1.040993892
0.9,48,26,Type 3 Coupling,1.044846697
0.9,24,315,Type 3 Coupling,1.048571886
0.9,48,24,Type 3 Coupling,1.052181968
0.9,24,134,Type 2 Coupling,1.055704895
0.9,48,22,Type 3 Coupling,1.059173287
0.9,48,30,Type 3 Coupling,1.062582261
0.9,48,23,Type 3 Coupling,1.065958166
0.9,48,26,Type 3 Coupling,1.069311877
0.9,48,25,Type 1 Coupling,1.072621219
0.9,48,20,Type 1 Coupling,1.075909744
0.9,24,2,Type 3 Coupling,1.079219288
0.9,48,25,Type 3 Coupling,1.082557267
0.3,24,170,Type 2 Coupling,1.085914951
0.3,48,39,Type 3 Coupling,1.089252294
0.3,24,142,Type 2 Coupling,1.092543098
0.3,48,35,Type 3 Coupling,1.095791189
0.3,48,4,Type 3 Coupling,1.098993249
